scenario,step,record_similarity,identity_path,record_quality,agency,presence,coherence,reciprocity,pointer_stability,debt,drag,free_resource,load,host_fitness,observer_S,boundary_effect,boundary_opportunity,coercion_penalty,B_addr,B_cap,B_act,B_align,B_path,B_scalar,active_spirit_channel
coercive_order_control,158,0.92,0.9,0.9,0.6705609915198957,0.74,0.8379778212654925,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.7220221787345075,0.2939334637964774,1.0,0.26943900848010427,0.7452000000000001,0.2132371655243879,0.2939334635025439,0.00032853192811421484,0.0022313209076192347,0.05938881856189564,False
coercive_order_control,159,0.92,0.9,0.9,0.663385518590998,0.74,0.840587084148728,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.719412915851272,0.3017612524461839,1.0,0.2766144814090019,0.7452000000000001,0.21207326484575487,0.3017612521444226,0.0002649214768537313,0.0021022382353566007,0.05721267469149125,False
coercive_order_control,160,0.92,0.9,0.9,0.6562100456621005,0.74,0.8431963470319634,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.7168036529680365,0.3095890410958903,1.0,0.28378995433789944,0.7452000000000001,0.2108875864108306,0.30958904078630123,0.00021362466847555812,0.001980072092607303,0.05510461114365814,False
coercive_order_control,161,0.92,0.9,0.9,0.6490345727332029,0.74,0.8458056099151989,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.714194390084801,0.3174168297455968,1.0,0.2909654272667971,0.7452000000000001,0.2096800491027973,0.31741682942817995,0.00017225876183348915,0.0018645484368522095,0.05306360207193524,False
coercive_order_control,162,0.92,0.9,0.9,0.6418590998043053,0.74,0.8484148727984344,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.7115851272015655,0.3252446183953032,1.0,0.2981409001956946,0.7452000000000001,0.20845057191139083,0.32524461807005856,0.0001389017640577294,0.0017553861537130896,0.051088490696074636,False
coercive_order_control,163,0.92,0.9,0.9,0.6346836268754077,0.74,0.8510241356816699,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.70897586431833,0.33307240704500973,1.0,0.30531637312459226,0.7452000000000001,0.2071990739323492,0.3330724067119373,0.00011200344880272764,0.0016523012999854697,0.04917801455184573,False
coercive_order_control,164,0.92,0.9,0.9,0.6275081539465102,0.74,0.8536333985649054,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.7063666014350946,0.34090019569471613,1.0,0.3124918460534898,0.7452000000000001,0.20592547436686495,0.34090019535381594,9.03135196024849e-05,0.0015550104957748761,0.04733082714388547,False
coercive_order_control,165,0.92,0.9,0.9,0.6203326810176125,0.74,0.8562426614481409,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.7037573385518591,0.34872798434442265,1.0,0.3196673189823874,0.7452000000000001,0.2046296925210422,0.34872798399569466,7.28236286136166e-05,0.001463233604260004,0.04554551650417329,False
coercive_order_control,166,0.92,0.9,0.9,0.613157208088715,0.74,0.8588519243313764,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.7011480756686236,0.35655577299412905,1.0,0.32684279191128496,0.7452000000000001,0.20331164780535932,0.35655577263757327,5.8720587391171e-05,0.001376695817868823,0.04382062108614577,False
coercive_order_control,167,0.92,0.9,0.9,0.6059817351598173,0.74,0.8614611872146118,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6985388127853881,0.36438356164383556,1.0,0.3340182648401826,0.7452000000000001,0.2019712597341348,0.364383561279452,4.734861515530412e-05,0.00129512925221741,0.04215464336286829,False
coercive_order_control,168,0.92,0.9,0.9,0.5988062622309198,0.74,0.8640704500978473,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6959295499021526,0.37221135029354196,1.0,0.34119373776908013,0.7452000000000001,0.2006084479249993,0.3722113499213306,3.8178882723714287e-05,0.0012182741338929903,0.04054606144531639,False
coercive_order_control,169,0.92,0.9,0.9,0.5916307893020221,0.74,0.8666797129810828,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6933202870189171,0.3800391389432485,1.0,0.3483692106979778,0.7452000000000001,0.19922313209837053,0.3800391385632093,3.078494466219253e-05,0.0011458796548904188,0.03899333899222719,False
coercive_order_control,170,0.92,0.9,0.9,0.5844553163731246,0.74,0.8692889758643183,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6907110241356816,0.3878669275929549,1.0,0.3555446836268753,0.7452000000000001,0.1978152320769343,0.3878669272050879,2.4822922859831414e-05,0.001077704555045827,0.03749493364495348,False
coercive_order_control,171,0.92,0.9,0.9,0.577279843444227,0.74,0.8718982387475538,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6881017612524462,0.3956947162426614,1.0,0.362720156555773,0.7452000000000001,0.1963846677851282,0.39569471584696664,2.001552364568947e-05,0.001013517483959568,0.03604930418826777,False
coercive_order_control,172,0.92,0.9,0.9,0.5701043705153295,0.74,0.8745075016307893,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6854924983692107,0.4035225048923678,1.0,0.3698956294846705,0.7452000000000001,0.19493135924863111,0.40352250448884525,1.6139147515820488e-05,0.0009530971854755478,0.034654916610276906,False
coercive_order_control,173,0.92,0.9,0.9,0.5629288975864317,0.74,0.8771167645140248,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6828832354859752,0.4113502935420743,1.0,0.37707110241356817,0.7452000000000001,0.19345522659385628,0.41135029313072397,1.3013493506328636e-05,0.0008962325406091238,0.03331024921080246,False
coercive_order_control,174,0.92,0.9,0.9,0.5557534246575343,0.74,0.8797260273972602,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6802739726027397,0.4191780821917807,1.0,0.38424657534246565,0.7452000000000001,0.1919561900474489,0.4191780817726026,1.0493175711807686e-05,0.000842722498728571,0.032013796887164415,False
coercive_order_control,175,0.92,0.9,0.9,0.5485779517286367,0.74,0.8823352902804957,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6776647097195042,0.4270058708414872,1.0,0.39142204827136334,0.7452000000000001,0.19043416993578743,0.4270058704144813,8.46096267082889e-06,0.0007923759216486448,0.030764074708769018,False
coercive_order_control,176,0.92,0.9,0.9,0.5414024787997391,0.74,0.8849445531637312,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6750554468362687,0.4348336594911936,1.0,0.3985975212002608,0.7452000000000001,0.18888908668448973,0.43483365905635996,6.822325586414774e-06,0.0007450113609576069,0.029559620876826103,False
coercive_order_control,177,0.92,0.9,0.9,0.5342270058708414,0.74,0.8875538160469667,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6724461839530332,0.44266144814090014,1.0,0.4057729941291585,0.7452000000000001,0.18732086081792299,0.4426614476982387,5.501042073660778e-06,0.0007004567852550409,0.028398999152542948,False
coercive_order_control,178,0.92,0.9,0.9,0.5270515329419438,0.74,0.8901630789302022,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6698369210697978,0.4504892367906065,1.0,0.41294846705805605,0.7452000000000001,0.18572941295871764,0.4504892363401172,4.435651123522581e-06,0.0006585492709249769,0.02728080082596402,False
coercive_order_control,179,0.92,0.9,0.9,0.5198760600130463,0.74,0.8927723418134377,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6672276581865623,0.45831702544031305,1.0,0.4201239399869537,0.7452000000000001,0.18411466382728528,0.458317024981996,3.576594500912415e-06,0.0006191346675185519,0.026203646287984047,False
coercive_order_control,180,0.92,0.9,0.9,0.5127005870841488,0.74,0.8953816046966732,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6646183953033268,0.4661448140900194,1.0,0.4272994129158512,0.7452000000000001,0.1824765342413407,0.46614481362387455,2.8839116827394926e-06,0.0005820672466958701,0.025166186259744063,False
coercive_order_control,181,0.92,0.9,0.9,0.505525114155251,0.74,0.8979908675799086,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6620091324200913,0.47397260273972597,1.0,0.43447488584474886,0.7452000000000001,0.1808149451154276,0.47397260226575333,2.3253811624369693e-06,0.000547209341911767,0.02416710272643308,False
coercive_order_control,182,0.92,0.9,0.9,0.49834964122635356,0.74,0.9006001304631441,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6593998695368558,0.4818003913894323,1.0,0.4416503587736464,0.7452000000000001,0.179129817460449,0.4818003909076319,1.875021692950568e-06,0.0005144309845681384,0.023205109616307937,False
coercive_order_control,183,0.92,0.9,0.9,0.4911741682974559,0.74,0.9032093933463796,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6567906066536203,0.4896281800391389,1.0,0.44882583170254403,0.7452000000000001,0.1774210723831998,0.48962817954951066,1.5118837716498428e-06,0.00048360954114797823,0.022278953260371194,False
coercive_order_control,184,0.92,0.9,0.9,0.4839986953685584,0.74,0.9058186562296151,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6541813437703848,0.49745596868884523,1.0,0.45600130463144156,0.7452000000000001,0.17568863108590504,0.4974559681913892,1.219075164203829e-06,0.00045462935485206593,0.021387412663497064,False
coercive_order_control,185,0.92,0.9,0.9,0.47682322243966074,0.74,0.9084279191128506,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6515720808871494,0.5052837573385518,1.0,0.4631767775603392,0.7452000000000001,0.17393241486576044,0.505283756833268,9.829751463496995e-07,0.0004273813944434312,0.02052929961376717,False
coercive_order_control,186,0.92,0.9,0.9,0.4696477495107632,0.74,0.9110371819960861,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6489628180039139,0.5131115459882581,1.0,0.47035225048923673,0.7452000000000001,0.1721523451144777,0.5131115454751466,7.926009179180372e-07,0.0004017629123377416,0.01970345865328677,False
coercive_order_control,187,0.92,0.9,0.9,0.46247227658186557,0.74,0.9136464448793216,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6463535551206784,0.5209393346379647,1.0,0.4775277234181344,0.7452000000000001,0.1703483433178324,0.5209393341170253,6.390967200493523e-07,0.0003776771134346638,0.018908766930723832,False
coercive_order_control,188,0.92,0.9,0.9,0.45529680365296804,0.74,0.916255707762557,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6437442922374429,0.5287671232876711,1.0,0.4847031963470319,0.7452000000000001,0.16852033105521683,0.5287671227589039,5.15321893025188e-07,0.00035503283574506416,0.01814413395318446,False
coercive_order_control,189,0.92,0.9,0.9,0.44812133072407034,0.74,0.9188649706457925,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6411350293542074,0.5365949119373776,1.0,0.4918786692759296,0.7452000000000001,0.16666822999919495,0.5365949114007826,4.155187137319646e-07,0.0003337442435140031,0.01740850125275513,False
coercive_order_control,190,0.92,0.9,0.9,0.44094585779517287,0.74,0.921474233529028,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6385257664709719,0.544422700587084,1.0,0.4990541422048271,0.7452000000000001,0.16479196191506226,0.5444227000426612,3.350445623620287e-07,0.00031373053325507944,0.016700841981057202,False
coercive_order_control,191,0.92,0.9,0.9,0.43377038486627517,0.74,0.9240834964122635,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6359165035877364,0.5522504892367905,1.0,0.5062296151337248,0.7452000000000001,0.16289144866040792,0.55225048868454,2.7015596003028433e-07,0.0002949156528854315,0.016020160443432283,False
coercive_order_control,192,0.92,0.9,0.9,0.42659491193737775,0.74,0.926692759295499,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.633307240704501,0.5600782778864969,1.0,0.5134050880626222,0.7452000000000001,0.16096661218468167,0.5600782773264186,2.178344316593438e-07,0.00027722803397229917,0.015365491582873984,False
coercive_order_control,193,0.92,0.9,0.9,0.41941943900848,0.74,0.9293020221787345,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6306979778212655,0.5679060665362035,1.0,0.52058056099152,0.7452000000000001,0.15901737452876252,0.5679060659682973,1.756460939458489e-07,0.0002606003369628941,0.014735900422510443,False
coercive_order_control,194,0.92,0.9,0.9,0.4122439660795826,0.74,0.93191128506197,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.62808871493803,0.5757338551859098,1.0,0.5277560339204174,0.7452000000000001,0.1570436578245328,0.5757338546101759,1.416284369341691e-07,0.00024496920916227554,0.014130481474300351,False
coercive_order_control,195,0.92,0.9,0.9,0.4050684931506848,0.74,0.9345205479452054,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6254794520547945,0.5835616438356164,1.0,0.5349315068493151,0.7452000000000001,0.15504538429445355,0.5835616432520547,1.1419903264372304e-07,0.00023027505514304784,0.013548358120606016,False
coercive_order_control,196,0.92,0.9,0.9,0.3978930202217874,0.74,0.9371298108284409,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.622870189171559,0.5913894324853227,1.0,0.5421069797782125,0.7452000000000001,0.15302247625114515,0.5913894318939332,9.208192415160386e-08,0.00021646181921107367,0.012988681974436152,False
coercive_order_control,197,0.92,0.9,0.9,0.39071754729288966,0.74,0.9397390737116764,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6202609262883235,0.5992172211350293,1.0,0.5492824527071103,0.7452000000000001,0.15097485609696926,0.5992172205358121,7.424827096035769e-08,0.0002034767795089625,0.01245063222338648,False
coercive_order_control,198,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.868480523737871e-08,0.0001912706453914108,0.012191373346640463,False
coercive_order_control,199,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,0.00017979686388497148,0.012067428985557129,False
coercive_order_control,200,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,0.00016901150926891848,0.011955971659729463,False
coercive_order_control,201,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,0.00015887327592982868,0.011845545425840933,False
coercive_order_control,202,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,0.00014934333659108427,0.011736140834255455,False
coercive_order_control,203,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,0.0001403851936126645,0.011627748526733834,False
coercive_order_control,204,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,0.00013196453921294994,0.011520359235810055,False
coercive_order_control,205,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,0.00012404912407721824,0.01141396378418517,False
coercive_order_control,206,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,0.00011660863384963045,0.011308553084139295,False
coercive_order_control,207,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,0.00010961457303569792,0.011204118136962109,False
coercive_order_control,208,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,0.00010304015587060134,0.01110065003240251,False
coercive_order_control,209,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,9.686020373541056e-05,0.010998139948137869,False
coercive_order_control,210,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,9.105104872833122e-05,0.010896579149263563,False
coercive_order_control,211,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,8.559044302167665e-05,0.010795958987803344,False
coercive_order_control,212,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,8.045747365742134e-05,0.010696270902241256,False
coercive_order_control,213,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,7.563248245502136e-05,0.010597506417075766,False
coercive_order_control,214,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,7.109699072476538e-05,0.010499657142396857,False
coercive_order_control,215,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,6.683362849832476e-05,0.01040271477348688,False
coercive_order_control,216,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,6.282606800547057e-05,0.010306671090445958,False
coercive_order_control,217,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,5.905896114218764e-05,0.010211517957842822,False
coercive_order_control,218,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,5.551788069070168e-05,0.010117247324392028,False
coercive_order_control,219,0.92,0.9,0.9,0.3899999999999999,0.74,0.94,0.75,0.8,0.25999999999999995,0.84,3.0500000000000003,0.27,0.85,0.6199999999999999,0.6,1.0,0.55,0.7452000000000001,0.15076873193061244,0.5999999993999999,6.825602910446286e-08,5.2189265066304875e-05,0.010023851222658451,False
copy_control,0,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,1,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,2,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,3,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,4,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,5,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,6,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,7,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,8,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,9,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,10,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,11,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,12,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,13,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,14,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,15,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,16,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,17,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,18,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,19,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,20,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,21,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,22,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,23,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,24,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,25,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,26,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,27,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,28,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,29,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,30,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
copy_control,31,0.92,0.9,0.9,0.94,0.42,0.22,0.2,0.25,0.58,0.48,0.45,0.45,0.15,0.1,0.0,1.0,0.0,0.7452000000000001,0.006141275637912894,0.0,0.5,0.0,0.0,False
