scenario,step,x,record_similarity,identity_path,record_quality,agency,P_body,coherence,drag,free_resource,boundary_effect,boundary_opportunity,gamma_spirit,locality_cert,law_cert,noncoerce_cert,agency_compat,forced_order,observer_S,description_phase,B_addr,Lambda_path,Gamma_spirit,Xi_law,Pi_noncoerce,A_compat,gate_spirit,P_spirit_raw,P_spirit,B_body_cap,B_spirit_cap,B_cap_total,B_act_body,B_act_spirit,B_act_total,B_path,active_spirit_participation
embodied_death_null,129,0.5397489539748954,0.94,0.91,0.9,0.93,0.004,0.6455686783342002,0.7166765087506501,2.277843391671001,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0009107994779215036,0.0,0.0009107994779214978,0.0,0.0,0.0,0.0,False
embodied_death_null,130,0.5439330543933054,0.94,0.91,0.9,0.93,0.004,0.6494671257897475,0.7196003443423107,2.297335628948738,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0009235279177099403,0.0,0.0009235279177098876,0.0,0.0,0.0,0.0,False
embodied_death_null,131,0.5481171548117155,0.94,0.91,0.9,0.93,0.004,0.653298378784697,0.7224737840885227,2.3164918939234846,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.000936113830308158,0.0,0.0009361138303081162,0.0,0.0,0.0,0.0,False
embodied_death_null,132,0.5523012552301255,0.94,0.91,0.9,0.93,0.004,0.6570604839917051,0.7252953629937788,2.3353024199585257,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0009485466311070182,0.0,0.0009485466311069946,0.0,0.0,0.0,0.0,False
embodied_death_null,133,0.5564853556485355,0.94,0.91,0.9,0.93,0.004,0.6607514880834295,0.7280636160625721,2.353757440417147,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0009608156674971118,0.0,0.0009608156674970614,0.0,0.0,0.0,0.0,False
embodied_death_null,134,0.5606694560669456,0.94,0.91,0.9,0.93,0.004,0.6643694377325269,0.7307770782993952,2.371847188662634,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0009729102258970644,0.0,0.0009729102258970723,0.0,0.0,0.0,0.0,False
embodied_death_null,135,0.5648535564853556,0.94,0.91,0.9,0.93,0.004,0.6679123796116543,0.7334342847087407,2.3895618980582713,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0009848195389343343,0.0,0.0009848195389343672,0.0,0.0,0.0,0.0,False
embodied_death_null,136,0.5690376569037657,0.94,0.91,0.9,0.93,0.004,0.6713783603934689,0.7360337702951016,2.4068918019673444,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0009965327927790799,0.0,0.0009965327927791146,0.0,0.0,0.0,0.0,False
embodied_death_null,137,0.5732217573221757,0.94,0.91,0.9,0.93,0.004,0.6747654267506275,0.7385740700629706,2.423827133753137,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0010080391346318017,0.0,0.0010080391346317663,0.0,0.0,0.0,0.0,False
embodied_death_null,138,0.5774058577405857,0.94,0.91,0.9,0.93,0.004,0.6780716253557874,0.7410537190168405,2.4403581267789365,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.001019327680365583,0.0,0.0010193276803656115,0.0,0.0,0.0,0.0,False
embodied_death_null,139,0.5815899581589958,0.94,0.91,0.9,0.93,0.004,0.6812950028816055,0.7434712521612041,2.4564750144080274,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0010303875223238539,0.0,0.0010303875223238723,0.0,0.0,0.0,0.0,False
embodied_death_null,140,0.5857740585774058,0.94,0.91,0.9,0.93,0.004,0.6844336060007388,0.7458252045005541,2.472168030003694,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0010412077372747466,0.0,0.0010412077372747852,0.0,0.0,0.0,0.0,False
embodied_death_null,141,0.5899581589958159,0.94,0.91,0.9,0.93,0.004,0.6874854813858444,0.7481141110393833,2.487427406929222,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0010517773945232123,0.0,0.0010517773945232234,0.0,0.0,0.0,0.0,False
embodied_death_null,142,0.5941422594142259,0.94,0.91,0.9,0.93,0.004,0.6904486757095794,0.7503365067821846,2.5022433785478966,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0010620855641822007,0.0,0.0010620855641821914,0.0,0.0,0.0,0.0,False
embodied_death_null,143,0.5983263598326359,0.94,0.91,0.9,0.93,0.004,0.6933212356446006,0.7524909267334504,2.516606178223003,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0010721213256043266,0.0,0.0010721213256043027,0.0,0.0,0.0,0.0,False
embodied_death_null,144,0.602510460251046,0.94,0.91,0.9,0.93,0.004,0.6961012078635653,0.754575905897674,2.5305060393178263,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0010818737759755806,0.0,0.0010818737759755725,0.0,0.0,0.0,0.0,False
embodied_death_null,145,0.606694560669456,0.94,0.91,0.9,0.93,0.004,0.6987866390391303,0.7565899792793477,2.543933195195651,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0010913320390727574,0.0,0.0010913320390727455,0.0,0.0,0.0,0.0,False
embodied_death_null,146,0.6108786610878661,0.94,0.91,0.9,0.93,0.004,0.7013755758439528,0.7585316818829646,2.5568778792197637,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0011004852741864335,0.0,0.0011004852741863802,0.0,0.0,0.0,0.0,False
embodied_death_null,147,0.6150627615062761,0.94,0.91,0.9,0.93,0.004,0.7038660649506898,0.7603995487130173,2.569330324753449,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0011093226852114226,0.0,0.0011093226852114668,0.0,0.0,0.0,0.0,False
embodied_death_null,148,0.6192468619246861,0.94,0.91,0.9,0.93,0.004,0.7062561530319982,0.7621921147739986,2.581280765159991,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.001117833529906822,0.0,0.0011178335299067976,0.0,0.0,0.0,0.0,False
embodied_death_null,149,0.6234309623430963,0.94,0.91,0.9,0.93,0.004,0.7085438867605354,0.7639079150704015,2.592719433802676,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0011260071293278712,0.0,0.0011260071293278662,0.0,0.0,0.0,0.0,False
embodied_death_null,150,0.6276150627615062,0.94,0.91,0.9,0.93,0.004,0.710727312808958,0.7655454846067185,2.6036365640447894,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.001133832877431997,0.0,0.0011338328774319617,0.0,0.0,0.0,0.0,False
embodied_death_null,151,0.6317991631799164,0.94,0.91,0.9,0.93,0.004,0.7128044778499232,0.7671033583874423,2.6140223892496155,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0011413002508615915,0.0,0.0011413002508615655,0.0,0.0,0.0,0.0,False
embodied_death_null,152,0.6359832635983264,0.94,0.91,0.9,0.93,0.004,0.7147734285560879,0.768580071417066,2.6238671427804396,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0011483988189061858,0.0,0.00114839881890616,0.0,0.0,0.0,0.0,False
embodied_death_null,153,0.6401673640167364,0.94,0.91,0.9,0.93,0.004,0.7166322116001095,0.7699741587000821,2.6331610580005473,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.001155118253646881,0.0,0.0011551182536468918,0.0,0.0,0.0,0.0,False
embodied_death_null,154,0.6443514644351465,0.94,0.91,0.9,0.93,0.004,0.7183788736546448,0.7712841552409836,2.6418943682732237,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0011614483402860264,0.0,0.0011614483402859754,0.0,0.0,0.0,0.0,False
embodied_death_null,155,0.6485355648535565,0.94,0.91,0.9,0.93,0.004,0.7200114613923507,0.772508596044263,2.6500573069617537,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.001167378987665338,0.0,0.0011673789876653906,0.0,0.0,0.0,0.0,False
embodied_death_null,156,0.6527196652719666,0.94,0.91,0.9,0.93,0.004,0.7215280214858846,0.7736460161144134,2.6576401074294225,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0011729002389757961,0.0,0.0011729002389757603,0.0,0.0,0.0,0.0,False
embodied_death_null,157,0.6569037656903766,0.94,0.91,0.9,0.93,0.004,0.7229266006079031,0.7746949504559273,2.6646330030395156,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.00117800228266286,0.0,0.001178002282662849,0.0,0.0,0.0,0.0,False
embodied_death_null,158,0.6610878661087866,0.94,0.91,0.9,0.93,0.004,0.7242052454310636,0.7756539340732976,2.6710262271553176,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0011826754635307182,0.0,0.0011826754635306802,0.0,0.0,0.0,0.0,False
embodied_death_null,159,0.6652719665271967,0.94,0.91,0.9,0.93,0.004,0.725362002628023,0.7765215019710172,2.6768100131401145,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.001186910294049488,0.0,0.0011869102940494924,0.0,0.0,0.0,0.0,False
embodied_death_null,160,0.6694560669456067,0.94,0.91,0.9,0.93,0.004,0.726394918871438,0.7772961891535786,2.6819745943571904,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.001190697465869485,0.0,0.001190697465869528,0.0,0.0,0.0,0.0,False
embodied_death_null,161,0.6736401673640168,0.94,0.91,0.9,0.93,0.004,0.7273020408339663,0.7779765306254747,2.6865102041698314,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0011940278615468816,0.0,0.0011940278615468758,0.0,0.0,0.0,0.0,False
embodied_death_null,162,0.6778242677824268,0.94,0.91,0.9,0.93,0.004,0.7280814151882644,0.7785610613911982,2.6904070759413217,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0011968925664852966,0.0,0.0011968925664852526,0.0,0.0,0.0,0.0,False
embodied_death_null,163,0.6820083682008368,0.94,0.91,0.9,0.93,0.004,0.7287310886069895,0.7790483164552422,2.6936554430349475,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0011992828810981008,0.0,0.0011992828810980516,0.0,0.0,0.0,0.0,False
embodied_death_null,164,0.6861924686192469,0.94,0.91,0.9,0.93,0.004,0.7292491077627987,0.779436830822099,2.6962455388139936,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012011903331964216,0.0,0.0012011903331964335,0.0,0.0,0.0,0.0,False
embodied_death_null,165,0.6903765690376569,0.94,0.91,0.9,0.93,0.004,0.7296335193283491,0.7797251394962618,2.698167596641745,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.001202606690608118,0.0,0.0012026066906081212,0.0,0.0,0.0,0.0,False
embodied_death_null,166,0.694560669456067,0.94,0.91,0.9,0.93,0.004,0.7298823699762975,0.7799117774822231,2.699411849881487,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012035239740332184,0.0,0.001203523974033227,0.0,0.0,0.0,0.0,False
embodied_death_null,167,0.698744769874477,0.94,0.91,0.9,0.93,0.004,0.7299937063793009,0.7799952797844757,2.6999685318965043,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.001203934470141614,0.0,0.0012039344701416654,0.0,0.0,0.0,0.0,False
embodied_death_null,168,0.702928870292887,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,169,0.7071129707112971,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,170,0.7112970711297071,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,171,0.7154811715481172,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,172,0.7196652719665272,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,173,0.7238493723849372,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,174,0.7280334728033473,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,175,0.7322175732217573,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,176,0.7364016736401674,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,177,0.7405857740585774,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,178,0.7447698744769874,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,179,0.7489539748953975,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,180,0.7531380753138075,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,181,0.7573221757322176,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,182,0.7615062761506276,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,183,0.7656903765690377,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,184,0.7698744769874477,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,185,0.7740585774058577,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,186,0.7782426778242678,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,187,0.7824267782426778,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,188,0.7866108786610879,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,189,0.7907949790794979,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,190,0.7949790794979079,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,191,0.799163179916318,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,192,0.803347280334728,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,193,0.8075313807531381,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,194,0.8117154811715481,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,195,0.8158995815899581,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,196,0.8200836820083682,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,197,0.8242677824267782,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,198,0.8284518828451883,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
embodied_death_null,199,0.8326359832635983,0.94,0.91,0.9,0.93,0.004,0.73,0.78,2.6999999999999997,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,death collapses P_body; channel-null assumption retained,0.76986,0.546,0.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0012039576765210626,0.0,0.0012039576765210391,0.0,0.0,0.0,0.0,False
